EpLenMean,EpRewMean,TimestepsSoFar,EpisodesSoFar,EpThisIter,meankl,EpTrueRewMean,ev_tdlam_before,TimeElapsed,optimgain,surrgain,entropy,entloss
876.675,532.0454,943463,1461,1,0.012520571,3105.58393506681,0.044519782066345215,3518.1360437870026,0.044420376,0.044420376,1.2223068,0.0
876.675,533.91113,944463,1462,1,0.012183415,3108.0847318875867,0.07145214080810547,3523.2809882164,0.041428037,0.041428037,1.204712,0.0
876.675,534.536,945463,1463,1,0.010855252,3108.274952820605,-0.055214524269104004,3528.41814661026,0.04069046,0.04069046,1.2099309,0.0
890.675,542.90137,947000,1465,2,0.009420235,3159.5887706241547,0.7832557708024979,3533.579927921295,0.05310748,0.05310748,1.2180681,0.0
895.55,546.265,948000,1466,1,0.011119697,3177.219723840383,0.00988835096359253,3538.7383983135223,0.03848121,0.03848121,1.2307484,0.0
913.55,557.6504,949000,1467,1,0.010746978,3241.2333018164327,0.06518745422363281,3543.8786256313324,0.045251176,0.045251176,1.1895908,0.0
913.55,556.16156,950000,1468,1,0.010761553,3241.482317767703,-0.006068110466003418,3549.0378007888794,0.048231114,0.048231114,1.1457961,0.0
930.125,566.45544,951000,1469,1,0.011366261,3301.7745452624667,-0.004397869110107422,3554.1766288280487,0.054015495,0.054015495,1.1288061,0.0
930.125,565.8783,952000,1470,1,0.0126637295,3302.7548208747385,0.03311640024185181,3559.328059911728,0.048089348,0.048089348,1.1133729,0.0
930.125,564.57056,953000,1471,1,0.011522745,3303.4564408238525,0.04022061824798584,3564.487242937088,0.040438686,0.040438686,1.1050347,0.0
930.125,563.8834,954000,1472,1,0.011918992,3303.842003696359,0.057593584060668945,3569.643457889557,0.053093784,0.053093784,1.1143328,0.0
930.125,565.11194,955000,1473,1,0.012697132,3305.2950636972264,0.07351803779602051,3574.7968168258667,0.03789607,0.03789607,1.081512,0.0
930.125,565.97174,956000,1474,1,0.010614875,3305.6553190998993,-0.0032531023025512695,3579.959612131119,0.04680561,0.04680561,1.06572,0.0
930.125,566.2114,957000,1475,1,0.011252409,3305.742759535888,0.10320711135864258,3585.112354516983,0.03885433,0.03885433,1.0993584,0.0
930.125,566.60486,958000,1476,1,0.010424826,3306.5483679540134,0.08485811948776245,3590.2699410915375,0.041948028,0.041948028,1.078993,0.0
930.125,567.3353,959000,1477,1,0.012115089,3308.1315852698945,-0.036742568016052246,3595.4274179935455,0.036337536,0.036337536,1.0666866,0.0
930.125,567.5565,960000,1478,1,0.011880092,3308.2229637325086,0.018488407135009766,3600.574512720108,0.040682763,0.040682763,1.0426497,0.0
930.125,566.93024,961000,1479,1,0.011779283,3308.3225904927867,0.0198516845703125,3605.7220780849457,0.031494506,0.031494506,1.0234374,0.0
929.925,565.6754,962301,1481,2,0.012524239,3306.3277949968033,0.7968408912420273,3610.8785784244537,0.05949375,0.05949375,1.032143,0.0
929.925,563.82306,963301,1482,1,0.010594422,3305.0709472699646,-0.0816793441772461,3616.0332527160645,0.042010725,0.042010725,1.0101986,0.0
